"RowNumber","Institutional code","Name of Organisation","Country","City"
"257","CZ OSTRAVA01","VYSOKÁ ŠKOLA BÁŇSKÁ - TECHNICKÁ UNIVERZITA OSTRAVA","CZ","OSTRAVA - PORUBA"
"258","CZ OSTRAVA02","OSTRAVSKÁ UNIVERZITA V OSTRAVE","CZ","Ostrava"
"259","CZ OSTRAVA03","VYSOKÁ SKOLA PODNIKÁNÍ, A.S.","CZ","OSTRAVA"
"260","CZ PARDUB01","UNIVERZITA PARDUBICE","CZ","PARDUBICE"
"261","CZ PISEK01","Filmova akademie Miroslava Ondricka v Pisku, o.p.s.","CZ","Pisek"
"262","CZ PISEK02","VYSSI ODBORNA SKOLA VOLYNE","CZ","VOLYNĚ"
"263","CZ PLZEN01","ZÁPADOCESKÁ UNIVERZITA V PLZNI","CZ","PLZEN"
"264","CZ PRAHA01","VYSOKÁ SKOLA CHEMICKO-TECHNOLOGICKÁ V PRAZE","CZ","Praha 6"
"265","CZ PRAHA02","CESKA ZEMEDELSKA UNIVERZITA V PRAZE","CZ","Praha 6 - Suchdol"
"266","CZ PRAHA03","AKADEMIE VYTVARNYCH UMENI V PRAZE","CZ","Praha"
"267","CZ PRAHA04","AKADEMIE MÚZICKÝCH UMENÍ V PRAZE","CZ","Praha 1"
"268","CZ PRAHA05","VYSOKA SKOLA UMELECKOPRUMYSLOVA V PRAZE","CZ","Praha 1"
"269","CZ PRAHA06","CESKA REPUBLIKA - POLICEJNI AKADEMIE CESKE REPUBLIKY V PRAZE","CZ","Prague"
"270","CZ PRAHA07","UNIVERZITA KARLOVA V PRAZE","CZ","PRAHA 1"
"271","CZ PRAHA09","VYSOKÁ SKOLA EKONOMICKÁ V PRAZE","CZ","PRAHA 3"
"272","CZ PRAHA10","CESKÉ VYSOKÉ UCENÍ TECHNICKÉ V PRAZE","CZ","Prague 6"
"273","CZ PRAHA11","BANKOVNI INSTITUT VYSOKA SKOLA, A.S.","CZ","PRAGUE"
"274","CZ PRAHA12","VYSOKA SKOLA OBCHODNI V PRAZE, O.P.S","CZ","PRAHA"
"275","CZ PRAHA13","VYSOKÁ SKOLA FINANCNÍ A SPRÁVNÍ, O.P.S.","CZ","Praha 10"
"276","CZ PRAHA14","VYSSI ODBORNA SKOLA ZDRAVOTNICKA a STREDNI ZDRAVOTNICKA SKOLA","CZ","PRAHA 1"
"277","CZ PRAHA15","VYSSI ODBORNA SKOLA INFORMACNICH SLUZEB","CZ","Praha 4"
"278","CZ PRAHA16","VYSOKA SKOLA HOTELOVA V PRAZE 8, S.R.O.","CZ","Praha 8"
"279","CZ PRAHA17","ANGLO-AMERICKÁ VYSOKÁ SKOLA, O.P.S.","CZ","Prague 1"
"280","CZ PRAHA18","METROPOLITNÍ UNIVERZITA PRAHA","CZ","PRAHA 10"
"281","CZ PRAHA20","VYSOKÁ ŠKOLA MEZINÁRODNÍCH A VEŘEJNÝCH VZTAHŮ PRAHA","CZ","PRAHA  5"
"282","CZ PRAHA21","UNIVERZITA JANA AMOSE KOMENSKÉHO PRAHA S.R.O.","CZ","Praha/Prague"
"283","CZ PRAHA22","SOUKROMA VYSOKA SKOLA EKONOMICKYCH STUDII, S.R.O.","CZ","Praha 8 Liben"
"284","CZ PRAHA24","Vysoka skola telesne vychovy a sportu, Palestra s.r.o.","CZ","Praha 9"
"285","CZ PRAHA25","LITERARNI AKADEMIE ( SOUKROMA VYSOKA SKOLA JOSEFA SKVORECKEHO )","CZ","PRAHA"
"286","CZ PRAHA26","UNICORN COLLEGE","CZ","PRAGUE"
"287","CZ PRAHA28","PRAŽSKÁ VYSOKÁ ŠKOLA PSYCHOSOCIÁLNÍCH STUDIÍ","CZ","PRAHA 4 - HÁJE"
"288","CZ PRAHA30","CEVRO INSTITUT, O.P.S.","CZ","PRAGUE"
"289","CZ PRAHA32","PB - VYŠŠÍ ODBORNÁ ŠKOLA A STŘEDNÍ ŠKOLA MANAGEMENTU, S.R.O.","CZ","PRAGUE"
"290","CZ PRAHA33","VYSOKA SKOLA MANAZERSKE INFORMATIKY A EKONOMIKY, A.S.","CZ","PRAGUE"
"291","CZ PRAHA35","KONZERVATOŘ DUNCAN CENTRE, PRAHA 4, BRANICKÁ 41 ","CZ","PRAGUE 4"
"292","CZ PREROV01","VYSOKA SKOLA LOGISTIKY, O.P.S. PREROV","CZ","Prerov"
"293","CZ PREROV02","VYSSI ODBORNA SKOLA ZIVNOSTENSKA, S. R. O., PREROV ","CZ","PREROV"
"294","CZ TREBIC01","ZAPADOMORAVSKA VYSOKA SKOLA TREBIC, O.P.S.","CZ","Trebic"
"295","CZ USTINAD01","UNIVERZITA JANA EVANGELISTY PURKYNE V ÚSTÍ NAD LABEM","CZ","ÚSTÍ NAD LABEM"
"296","CZ USTINAD02","VYSOKA SKOLA EKONOMIE A MANAGEMENTU, O.P.S.","CZ","PRAGUE"
"297","CZ VALASSK01","OBCHODNÍ AKADEMIE A  VYSSÍ ODBORNÁ SKOLA VALASSKÉ MEZIRÍCÍ","CZ","VALASSKÉ MEZIRÍCÍ"
"298","CZ ZLIN01","UNIVERZITA TOMÁSE BATI VE ZLÍNE","CZ","Zlin"
"299","CZ ZNOJMO01","SOUKROMÁ VYSOKÁ ŠKOLA EKONOMICKÁ ZNOJMO S.R.O.","CZ","ZNOJMO"
"300","D  AACHEN01","RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN","DE","AACHEN"
"301","D  AACHEN02","FACHHOCHSCHULE AACHEN ","DE","Aachen"
"302","D  AALEN01","HOCHSCHULE AALEN","DE","Aalen"
"303","D  ALFTER01","ALANUS HOCHSCHULE FÜR KUNST UND GESELLSCHAFT ALFTER, DEUTSCHLAND","DE","Alfter"
"304","D  AMBERG01","FACHHOCHSCHULE AMBERG-WEIDEN, HOCHSCHULE FUER ANGEWANDTE WISSENSCHAFTEN","DE","AMBERG"
"305","D  ANSBACH01","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ANSBACH","DE","Ansbach"
"306","D  ANSBACH02","AUGUSTANA-HOCHSCHULE","DE","NEUENDETTELSAU"
"307","D  ASCHAFF01","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ASCHAFFENBURG","DE","ASCHAFFENBURG"
"308","D  AUGSBUR01","UNIVERSITAET AUGSBURG ","DE","Augsburg"
"309","D  AUGSBUR02","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN AUGSBURG","DE","Augsburg"
"310","D  BAD-HON01","INTERNATIONALE HOCHSCHULE BAD HONNEF . BONN","DE","Bad Honnef"
"311","D  BAMBERG01","OTTO-FRIEDRICH-UNIVERSITAET BAMBERG ","DE","Bamberg"
"312","D  BAYREUT01","UNIVERSITÄT BAYREUTH ","DE","BAYREUTH"
"313","D  BERLIN01","FREIE UNIVERSITAET BERLIN ","DE","Berlin"
"314","D  BERLIN02","TECHNISCHE UNIVERSITÄT BERLIN","DE","Berlin"
"315","D  BERLIN03","UNIVERSITAET DER KUENSTE BERLIN ","DE","Berlin"
"316","D  BERLIN04","BEUTH HOCHSCHULE FÜR TECHNIK BERLIN","DE","Berlin"
"317","D  BERLIN05","ALICE-SALOMON-FACHHOCHSCHULE BERLIN","DE","Berlin"
"318","D  BERLIN06","HOCHSCHULE FÜR WIRTSCHAFT UND RECHT BERLIN ","DE","Berlin"
"319","D  BERLIN10","EVANGELISCHE FACHHOCHSCHULE BERLIN","DE","Berlin"
"320","D  BERLIN13","HUMBOLDT-UNIVERSITAET ZU BERLIN","DE","Berlin"
"321","D  BERLIN14","FACHHOCHSCHULE FÜR TECHNIK UND WIRTSCHAFT BERLIN","DE","Berlin"
"322","D  BERLIN16","HOCHSCHULE FUER MUSIK 'HANNS EISLER' BERLIN","DE","Berlin"
"323","D  BERLIN17","HOCHSCHULE FueR SCHAUSPIELKUNST "ERNST BUSCH" BERLIN","DE","Berlin"
"324","D  BERLIN18","KUNSTHOCHSCHULE BERLIN-WEISSENSEE, HOCHSCHULE FUER GESTALTUNG","DE","Berlin"
"325","D  BERLIN20","KATHOLISCHE HOCHSCHULE FUER SOZIALWESEN BERLIN","DE","Berlin"
"326","D  BERLIN21","SRH HOCHSCHULE BERLIN","DE","Berlin"
"327","D  BERLIN22","EBC HOCHSHULE BERLIN","DE","BERLIN"
"328","D  BERLIN23","BEST-SABEL-FACHHOCHSCHULE BERLIN","DE","BERLIN"
"329","D  BERLIN24","H:G HOCHSCHULE FÜR GESUNDHEIT UND SPORT GMBH","DE","BERLIN"
"330","D  BERLIN26","BERLINER TECHNISCHE KUNSTHOCHSCHULE, BTK-FH, HOCHSCHULE FÜR GESTALTUNG","DE","BERLIN"
"331","D  BERLIN29","BBW HOCHSCHULE","DE","BERLIN"
"332","D  BERLIN30","HOCHSCHULE FÜR MEDIEN, KOMMUNIKATION UND WIRTSCHAFT","DE","BERLIN"
"333","D  BERLIN31","HOCHSCHULE DER POPULÄREN KÜNSTE","DE","BERLIN"
"334","D  BERLIN32","INTERNATIONAL PSYCHOANALYTIC UNIVERSITY BERLIN","DE","BERLIN"
"335","D  BERLIN33","ECLA OF BARD. A LIBERAL ARTS UNIVERSITY IN BERLIN GGMBH","DE","BERLIN"
"336","D  BIBERAC01","HOCHSCHULE BIBERACH ","DE","Biberach"
"337","D  BIELEFE01","UNIVERSITAET BIELEFELD","DE","BIELEFELD"
"338","D  BIELEFE02","FACHHOCHSCHULE BIELEFELD ","DE","Bielefeld"
"339","D  BIELEFE05","FACHHOCHSCHULE DES MITTELSTANDS (FHM) BIELEFELD","DE","Bielefeld"
"340","D  BINGEN01","FACHHOCHSCHULE BINGEN","DE","Bingen"
"341","D  BOCHUM01","RUHR-UNIVERSITAET BOCHUM ","DE","Bochum"
"342","D  BOCHUM02","FACHHOCHSCHULE BOCHUM - HOCHSCHULE FÜR TECHNIK UND WIRTSCHAFT","DE","Bochum"
"343","D  BOCHUM04","EVANGELISCHE FACHHOCHSCHULE RHEINLAND-WESTFALEN-LIPPE","DE","BOCHUM"
"344","D  BOCHUM05","TECHNISCHE FACHHOCHSCHULE GEORG AGRICOLA ZU BOCHUM","DE","BOCHUM"
"345","D  BOCHUM06","HOCHSCHULE FÜR GESUNDHEIT","DE","BOCHUM"
"346","D  BONN01","RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAET BONN","DE","Bonn"
"347","D  BRANDEN01","FACHHOCHSCHULE BRANDENBURG ","DE","Brandenburg"
"348","D  BRAUNSC01","TECHNISCHE UNIVERSITAET CAROLO-WILHELMINA ZU BRAUNSCHWEIG","DE","Braunschweig"
"349","D  BRAUNSC02","HOCHSCHULE FUER BILDENDE KÜNSTE BRAUNSCHWEIG","DE","Braunschweig"
"350","D  BREITEN02","BA BREITENBRUNN","DE","Breitenbrunn"
"351","D  BREMEN01","UNIVERSITAET BREMEN        ","DE","Bremen"
"352","D  BREMEN03","HOCHSCHULE FUER KUENSTE ","DE","Bremen"
"353","D  BREMEN04","HOCHSCHULE BREMEN ","DE","Bremen"
"354","D  BREMEN09","Jacobs University Bremen gGmbH ","DE","Bremen"
"355","D  BREMERH01","HOCHSCHULE BREMERHAVEN ","DE","BREMERHAVEN"
"356","D  BRUHL01","EUROPAEISCHE FACHHOCHSCHULE RHEIN/ERFT","DE","Bruehl"
"357","D  BUXTEHU02","HOCHSCHULE 21 GEMEINNUETZIGE GMBH","DE","Buxtehude"
"358","D  CALW02","SRH HOCHSCHULE CALW","DE","CALW"
"359","D  CHEMNIT01","TECHNISCHE UNIVERSITAET CHEMNITZ","DE","Chemnitz"
"360","D  CLAUSTH01","TECHNISCHE UNIVERSITAET CLAUSTHAL ","DE","Clausthal-Zellerfeld"
"361","D  COBURG01","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN FACHHOCHSCHULE COBURG ","DE","Coburg"
"362","D  COTTBUS01","BRANDENBURGISCHE TECHNISCHE UNIVERSITÄT COTTBUS ","DE","Cottbus"
"363","D  DARMSTA01","TECHNISCHE UNIVERSITAET DARMSTADT","DE","DARMSTADT"
"364","D  DARMSTA02","Hochschule Darmstadt","DE","Darmstadt"
"365","D  DARMSTA03","EVANGELISCHE FACHHOCHSCHULE DARMSTADT","DE","Darmstadt"
"366","D  DEGGEND01","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN DEGGENDORF ","DE","Deggendorf"
"367","D  DETMOLD01","HOCHSCHULE FÜR MUSIK DETMOLD","DE","Detmold"
"368","D  DORTMUN01","TECHNISCHE UNIVERSITÄT DORTMUND","DE","DORTMUND"
"369","D  DORTMUN02","FACHHOCHSCHULE DORTMUND ","DE","Dortmund"
"370","D  DORTMUN04","INTERNATIONAL SCHOOL OF MANAGEMENT ISM DORTMUND","DE","Dortmund"
"371","D  DRESDEN01","HOCHSCHULE FUER TECHNIK UND WIRTSCHAFT DRESDEN","DE","Dresden"
"372","D  DRESDEN02","TECHNISCHE UNIVERSITÄT DRESDEN ","DE","Dresden"
"373","D  DRESDEN04","HOCHSCHULE FUER BILDENDE KUENSTE DRESDEN","DE","DRESDEN"
"374","D  DRESDEN05","HOCHSCHULE FUER MUSIK CARL MARIA VON WEBER DRESDEN","DE","DRESDEN"
"375","D  DRESDEN07","EVANGELISCHE HOCHSCHULE FÜR SOZIALARBEIT DRESDEN","DE","Dresden"
"376","D  DRESDEN09","PALUCCA HOCHSCHULE FÜR TANZ DRESDEN","DE","DRESDEN"
"377","D  DUSSELD01","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF","DE","Duesseldorf"
"378","D  DUSSELD03","FACHHOCHSCHULE DUESSELDORF ","DE","Duesseldorf"
"379","D  DUSSELD06","ROBERT SCHUMANN HOCHSCHULE DUESSELDORF","DE","Duesseldorf"
"380","D  EBERSWA1","FACHHOCHSCHULE EBERSWALDE","DE","Eberswalde"
"381","D  EICHSTA01","KATHOLISCHE UNIVERSITAET EICHSTAETT-INGOLSTADT","DE","EICHSTAETT"
"382","D  ELMSHOR01","FH NORDAKADEMIE","DE","Elmshorn"
"383","D  EMDEN02","HOCHSCHULE EMDEN/LEER","DE","EMDEN"
"384","D  ERDING01","FACHHOCHSCHULE FUER ANGEWANDTES MANAGEMENT","DE","Erding"
"385","D  ERFURT03","FACHHOCHSCHULE ERFURT ","DE","Erfurt "
"386","D  ERFURT05","UNIVERSITAET ERFURT","DE","Erfurt"
"387","D  ERLANGE01","FRIEDRICH-ALEXANDER-UNIVERSITAET ERLANGEN-NUERNBERG","DE","Erlangen"
"388","D  ERLANGE02","INSTITUT FUER FREMDSPRACHEN UND AUSLANDSKUNDE BEI DER UNIVERSITAET ERLANGEN-NUERNBERG","DE","Erlangen"
"389","D  ESSEN02","FOLKWANG UNIVERSITÄT DER KÜNSTE","DE","ESSEN"
"390","D  ESSEN03","FOM FACHHOCHSCHULE FÜR OEKONOMIE UND MANAGEMENT GEMEINNÜTZIGE GMBH","DE","ESSEN"
"391","D  ESSEN04","UNIVERSITÄT DUISBURG-ESSEN","DE","Essen"
"392","D  ESSLING03","HOCHSCHULE ESSLINGEN","DE","Esslingen"
"393","D  FLENSBU01","UNIVERSITAET FLENSBURG","DE","Flensburg"
"394","D  FLENSBU02","FACHHOCHSCHULE FLENSBURG ","DE","Flensburg"
"395","D  FRANKFU01","JOHANN  WOLFGANG GOETHE-UNIVERSITAET ","DE","Frankfurt am Main"
"396","D  FRANKFU02","HOCHSCHULE FUER MUSIK UND DARSTELLENDE KUNST FRANKFURT AM MAIN","DE","Frankfurt am Main"
"397","D  FRANKFU03","STAATLICHE HOCHSCHULE FÜR BILDENDE KÜNSTE - STÄDELSCHULE -","DE","FRANKFURT AM MAIN"
"398","D  FRANKFU04","FACHHOCHSCHULE FRANKFURT AM MAIN - UNIVERSITY OF APPLIED SCIENCES","DE","Frankfurt am Main"
"399","D  FRANKFU06","PHILOSOPHISCH-THEOLOGISCHE HOCHSCHULE SANKT GEORGEN FRANKFURT AM MAIN","DE","Frankfurt am Main"
"400","D  FRANKFU07","Frankfurt School of Finance & Management","DE","Frankfurt"
"401","D  FRANKFU08","EUROPA-UNIVERSITAET VIADRINA FRANKFURT (ODER)","DE","Frankfurt (Oder)"
"402","D  FRANKFU10","ACCADIS HOCHSCHULE BAD HOMBURG","DE","BAD HOMBURG"
"403","D  FREIBER01","TU BERGAKADEMIE FREIBERG ","DE","Freiberg"
"404","D  FREIBUR01","ALBERT-LUDWIGS-UNIVERSITÄT FREIBURG IM BREISGAU","DE","Freiburg"
"405","D  FREIBUR02","PÄDAGOGISCHE HOCHSCHULE FREIBURG IM BREISGAU","DE","Freiburg"
"406","D  FREIBUR03","HOCHSCHULE FUER MUSIK FREIBURG IM BREISGAU","DE","FREIBURG"
"407","D  FREIBUR04","KATHOLISCHE HOCHSCHULE FREIBURG","DE","Freiburg"
"408","D  FREIBUR05","EVANGELISCHE FACHHOCHSCHULE FREIBURG - HOCHSCHULE FUER SOZIALE ARBEIT, DIAKONIE UND RELIGIONSPAEDAGOGIK","DE","Freiburg im Breisgau"
"409","D  FREISIN01","FACHHOCHSCHULE WEIHENSTEPHAN ","DE","Freising"
"410","D  FRIEDRI01","ZEPPELIN UNIVERSITY","DE","FRIEDRICHSHAFEN"
"411","D  FULDA01","HOCHSCHULE FULDA-UNIVERSITY OF APPLIED SCIENCES","DE","Fulda"
"412","D  FURTWAN01","FACHHOCHSCHULE FURTWANGEN ","DE","Furtwangen"
"413","D  GELSENK01","FACHHOCHSCHULE FÜR ÖFFENTLICHE VERWALTUNG NORDRHEIN-WESTFALEN ","DE","GELSENKIRCHEN "
"414","D  GELSENK02","WESTFÄLISCHE HOCHSCHULE GELSENKIRCHEN BOCHOLT RECKLINGHAUSEN","DE","Gelsenkirchen"
"415","D  GERA01","SRH FACHHOCHSCHULE FÜR GESUNDHEIT GERA GMBH","DE","GERA"
"416","D  GIESSEN01","JUSTUS-LIEBIG-UNIVERSITAET GIESSEN ","DE","Giessen"
"417","D  GIESSEN02","TECHNISCHE HOCHSCHULE MITTELHESSEN","DE","Giessen"
"418","D  GLAUCHA02","STAATLICHE STUDIENAKADEMIE GLAUCHAU","DE","GLAUCHAU"
"419","D  GOTTING01","GEORG-AUGUST-UNIVERSITAET GOETTINGEN ","DE","Goettingen"
"420","D  GOTTING02","PRIVATE FACHHOCHSCHULE GÖTTINGEN","DE","GÖTTINGEN"
"421","D  GREIFS01","ERNST-MORITZ-ARNDT-UNIVERSITÄT GREIFSWALD","DE","Greifswald"
"422","D  GUESTRO01","BALTIC COLLEGE","DE","SCHWERIN"
"423","D  HAGEN01","FERNUNIVERSITÄT IN HAGEN","DE","Hagen"
"424","D  HALLE01","MARTIN-LUTHER-UNIVERSITAET HALLE-WITTENBERG","DE","Halle (Saale)"
"425","D  HALLE03","BURG GIEBICHENSTEIN - HOCHSCHULE FUER KUNST UND DESIGN HALLE","DE","Halle (Saale)"
"426","D  HAMBURG01","UNIVERSITAET HAMBURG ","DE","HAMBURG"
"427","D  HAMBURG03","TECHNISCHE UNIVERSITAET HAMBURG-HARBURG","DE","Hamburg"
"428","D  HAMBURG04","HOCHSCHULE FÜR BILDENDE KÜNSTE HAMBURG","DE","Hamburg"
"429","D  HAMBURG05","HOCHSCHULE FÜR MUSIK UND THEATER HAMBURG","DE","Hamburg"
"430","D  HAMBURG06","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN HAMBURG","DE","Hamburg"
"431","D  HAMBURG08","HELMUT-SCHMIDT-UNIVERSITÄT/UNIVERSITÄT DER BUNDESWEHR HAMBURG","DE","Hamburg"
"432","D  HAMBURG10","HOCHSCHULE FÜR RECHTSWISSENSCHAFT GMBH","DE","Hamburg"
"433","D  HAMBURG11","HAMBURG MEDIA SCHOOL","DE","Hamburg"
"434","D  HAMBURG12","HAFENCITY UNIVERSITAT HAMBURG - UNIVERSITAT FUR BAUKUNST UND METROPOLENENTWICKLUNG (HCU HAMBURG)","DE","Hamburg"
"435","D  HAMBURG13","HSBA HAMBURG SCHOOL OF BUSINESS ADMINISTRATION","DE","HAMBURG"
"436","D  HAMBURG14","EBC EURO BUSINESS COLLEGE GMBH","DE","HAMBURG"
"437","D  HAMBURG15","EVANGELISCHE HOCHSCHULE FÜR SOZIALE ARBEIT UND DIAKONIE HAMBURG","DE","HAMBURG"
"438","D  HAMBURG18","MSH - MEDICAL SCHOOL HAMBURG FACHHOCHSCHULE FÜR GESUNDHEIT UND MEDIZIN","DE","HAMBURG"
"439","D  HAMBURG19","KÜHNE LOGISTICS UNIVERSITY - WISSENSCHAFTLICHE HOCHSCHULE FÜR LOGISTIK UND UNTERNEHMENSFÜHRUNG","DE","HAMBURG"
"440","D  HAMM01","HOCHSCHULE HAMM-LIPPSTADT","DE","HAMM"
"441","D  HANNOVE01","GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER ","DE","Hannover"
"442","D  HANNOVE02","MEDIZINISCHE HOCHSCHULE HANNOVER ","DE","Hannover"
"443","D  HANNOVE03","TIERAERZTLICHE HOCHSCHULE HANNOVER, Stiftung","DE","Hannover"
"444","D  HANNOVE04","HOCHSCHULE FÜR MUSIK UND THEATER HANNOVER","DE","Hannover"
"445","D  HANNOVE05","HOCHSCHULE HANNOVER - UNIVERSITY OF APPLIED SCIENCES AND ARTS","DE","Hannover"
"446","D  HANNOVE09","FACHHOCHSCHULE FÜR DIE WIRTSCHAFT HANNOVER","DE","HANNOVER"
"447","D  HEIDE01","FACHHOCHSCHULE WESTKÜSTE","DE","Heide"
"448","D  HEIDELB01","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG","DE","Heidelberg"
"449","D  HEIDELB02","PAEDAGOGISCHE HOCHSCHULE HEIDELBERG ","DE","Heidelberg"
"450","D  HEIDELB04","Hochschule fuer Juedische Studien","DE","Heidelberg"
"451","D  HEIDELB05","SRH HOCHSCHULE HEIDELBERG","DE","Heidelberg"
"452","D  HEIDENH02","BERUFSAKADEMIE HEIDENHEIM","DE","Heidenheim"
"453","D  HEILBRO01","HOCHSCHULE HEILBRONN","DE","Heilbronn"
"454","D  HEILBRO02","GERMAN GRADUATE SCHOOL OF MANAGEMENT AND LAW","DE","HEILBRONN"
"455","D  HILDESH01","UNIVERSITAET HILDESHEIM","DE","Hildesheim"
"456","D  HILDESH02","HAWK HOCHSCHULE HILDESHEIM/HOLZMINDEN/GOETTINGEN","DE","Hildesheim"
"457","D  HOF01","HOCHSCHULE FUER ANGEWANDTE WISSENSCHAFTEN HOF","DE","Hof / Saale"
"458","D  IDSTEIN01 ","HOCHSCHULE FRESENIUS - UNIVERSITY OF APPLIED SCIENCES","DE","Idstein"
"459","D  ILMENAU01","TECHNISCHE UNIVERSITAET ILMENAU ","DE","Ilmenau"
"460","D  INGOLST01","HOCHSCHULE INGOLSTADT","DE","Ingolstadt"
"461","D  ISERLOH01","FACHHOCHSCHULE SUEDWESTFALEN","DE","Iserlohn"
"462","D  ISERLOH02","BUSINESS AND INFORMATION TECHNOLOGY SCHOOL","DE","Iserlohn"
"463","D  ISNY01","NTA HOCHSCHULE ISNY STAATLICH ANERKANNTE FACHHOCHSCHULE","DE","ISNY"
"464","D  JENA01","FRIEDRICH-SCHILLER-UNIVERSITÄT JENA ","DE","Jena"
"465","D  JENA02","ERNST-ABBE-FACHHOCHSCHULE JENA","DE","Jena"
"466","D  KAISERS01","TECHNISCHE UNIVERSITÄT KAISERSLAUTERN ","DE","Kaiserslautern"
"467","D  KAISERS02","FACHHOCHSCHULE KAISERSLAUTERN","DE","Kaiserslautern"
"468","D  KARLSRU01","UNIVERSITÄT KARLSRUHE (TH)","DE","KARLSRUHE"
"469","D  KARLSRU02","PAEDAGOGISCHE HOCHSCHULE KARLSRUHE ","DE","Karlsruhe"
"470","D  KARLSRU03","HOCHSCHULE FUER MUSIK KARLSRUHE","DE","KARLSRUHE"
"471","D  KARLSRU04","STAATLICHE AKADEMIE DER BILDENDEN KÜNSTE KARLSRUHE","DE","Karlsruhe"
"472","D  KARLSRU05","HOCHSCHULE KARLSRUHE - TECHNIK UND WIRTSCHAFT  ","DE","Karlsruhe"
"473","D  KARLSRU06","STAATLICHE HOCHSCHULE FUER GESTALTUNG KARLSRUHE (HFG KARLSRUHE)","DE","Karlsruhe"
"474","D  KARLSRU07","BERUFSAKADEMIE KARLSRUHE","DE","Karlsruhe"
"475","D  KARLSRU08","MERKUR INTERNATIONALE FH KARLSRUHE","DE","Karlsruhe"
"476","D  KASSEL01","UNIVERSITAET KASSEL","DE","Kassel"
"477","D  KEHL01","HOCHSCHULE  FÜR ÖFFENTLICHE VERWALTUNG KEHL","DE","KEHL"
"478","D  KEMPTEN01","HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN KEMPTEN ","DE","Kempten"
"479","D  KEMPTEN02","FACHAKADEMIE FÜR FREMDSPRACHENBERUFE - IFB KEMPTEN","DE","KEMPTEN"
"480","D  KIEL01","CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL","DE","KIEL"
"481","D  KIEL03","FACHHOCHSCHULE KIEL ","DE","Kiel"
"482","D  KIEL05","Muthesius Kunsthochschule","DE","Kiel"
"483","D  KLEVE01","HOCHSCHULE RHEIN-WAAL","DE","KLEVE"
"484","D  KOBLENZ01","FACHHOCHSCHULE KOBLENZ - UNIVERSITY OF APPLIED SCIENCES","DE","Koblenz"
"485","D  KOBLENZ02","UNIVERSITAET KOBLENZ-LANDAU","DE","Mainz"
"486","D  KOBLENZ03","WHU - Otto Beisheim School of Management","DE","Vallendar"
"487","D  KOELN 03","HOCHSCHULE FÜR MUSIK UND TANZ KÖLN ","DE","KÖLN"
"488","D  KOLN01","UNIVERSITAET ZU KOELN ","DE","Koeln"
"489","D  KOLN02","DEUTSCHE SPORTHOCHSCHULE KOELN","DE","Koeln"
"490","D  KOLN04","FACHHOCHSCHULE KOELN ","DE","Koeln"
"491","D  KOLN05","KATHOLISCHE FACHHOCHSCHULE NORDRHEIN-WESTFALEN","DE","Koeln"
"492","D  KOLN07 ","RHEINISCHE FACHHOCHSCHULE KOELN GGMBH","DE","Koeln "
"493","D  KOLN12","COLOGNE BUSINESS SCHOOL","DE","KÖLN"
"494","D  KONSTAN01","UNIVERSITAET KONSTANZ ","DE","Konstanz"
"495","D  KONSTAN02","HOCHSCHULE KONSTANZ ","DE","Konstanz"
"496","D  KOTHEN01","HOCHSCHULE ANHALT (FH)","DE","KÖTHEN"
"497","D  KREFELD01","HOCHSCHULE NIEDERRHEIN, NIEDERRHEIN UNIVERSITY OF APPLIED SCIENCES","DE","Krefeld"
"498","D  LANDSHU01","HOCHSCHULE LANDSHUT - HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN","DE","Landshut"
"499","D  LEIPZIG01","UNIVERSITAET LEIPZIG ","DE","Leipzig"
"500","D  LEIPZIG02","HOCHSCHULE FUER TECHNIK, WIRTSCHAFT UND KULTUR LEIPZIG (FH)","DE","Leipzig"
"501","D  LEIPZIG04","HOCHSCHULE FUER GRAFIK UND BUCHKUNST LEIPZIG","DE","Leipzig"
"502","D  LEIPZIG05","HOCHSCHULE FUER MUSIK UND THEATER 'FELIX MENDELSSOHN BARTHOLDY' LEIPZIG","DE","Leipzig"
"503","D  LEIPZIG09","HANDELSHOCHSCHULE LEIPZIG GGMBH","DE","Leipzig"
"504","D  LEIPZIG10","HOCHSCHULE FUR TELEKOMMUNIKATION LEIPZIG","DE","LEIPZIG"
"505","D  LEMGO01","HOCHSCHULE OSTWESTFALEN-LIPPE","DE","LEMGO"
"506","D  LORRACH01","BERUFSAKADEMIE LÖRRACH","DE","LÖRRACH"
"507","D  LUBECK01","UNIVERSITAET ZU LUEBECK ","DE","Luebeck"
